file,error_percent,iou,auc
bottle\test\broken_small\007.png,32.821014523506165,0.0012605704081096697,0.22576855287073602
bottle\test\broken_small\008.png,33.07062089443207,0.0076723663882269765,0.3189885110212228
bottle\test\broken_small\009.png,32.92332887649536,0.013459477824530225,0.3134826374608255
bottle\test\broken_small\010.png,33.3011656999588,0.0036932646515696376,0.21527452286411555
bottle\test\broken_small\011.png,33.03423523902893,0.001741312642441935,0.20308460381606147
bottle\test\broken_small\012.png,33.27843248844147,0.031072848305224283,0.3179534072112912
bottle\test\broken_small\013.png,33.226996660232544,0.0002274507821779676,0.2496563139166277
bottle\test\broken_small\014.png,33.002519607543945,0.0022644186173405357,0.2190465852302907
bottle\test\broken_small\015.png,33.49268436431885,0.014240506329113924,0.3731703757031123
bottle\test\broken_small\016.png,33.11242163181305,0.0005901067323481117,0.14913052649009872
bottle\test\broken_small\017.png,32.49194025993347,0.005469678953626635,0.21891230022416822
bottle\test\broken_small\018.png,33.12097787857056,0.017388748744826234,0.25516687578928743
bottle\test\broken_small\019.png,33.56637954711914,0.005619393206330007,0.24970075209571008
bottle\test\broken_small\020.png,32.82620310783386,0.004151929878517607,0.21926726176773648
bottle\test\broken_small\021.png,32.39920437335968,0.001305587381098292,0.1601695082280771
bottle\test\contamination\000.png,33.236849308013916,0.05656443013250277,0.37889083586722755
bottle\test\contamination\001.png,33.143940567970276,0.06074290636665013,0.4320701977972169
bottle\test\contamination\002.png,33.39944779872894,0.01366475793857366,0.42064500018022066
bottle\test\contamination\003.png,33.55776369571686,0.001322190345515779,0.31328636817409894
bottle\test\contamination\004.png,33.47282409667969,0.0031151871604445996,0.3279627508726004
bottle\test\contamination\005.png,31.86725378036499,0.05426971042062989,0.34369763927294616
bottle\test\contamination\006.png,29.976415634155273,0.00016234205470927243,0.17240416953911206
bottle\test\contamination\007.png,32.83790647983551,0.025843908955453937,0.2883411505803926
bottle\test\contamination\008.png,33.39803218841553,0.10207494109599453,0.45593460183767087
bottle\test\contamination\009.png,33.57894420623779,0.16579735591819872,0.5235677133714526
bottle\test\contamination\010.png,33.410486578941345,0.11636556854410202,0.48899642349920713
bottle\test\contamination\011.png,32.14412331581116,0.07152560083594567,0.39267897942031593
bottle\test\contamination\012.png,30.73219358921051,0.00016483969339817027,0.26678126182418455
bottle\test\contamination\013.png,32.91045427322388,0.023598278034439313,0.29758144468976605
bottle\test\contamination\014.png,33.28636884689331,0.004116647190056305,0.35833833549461896
bottle\test\contamination\015.png,33.3270400762558,0.05596745269130912,0.46961515264498577
bottle\test\contamination\016.png,32.07913637161255,0.08724723645187382,0.4936601354218689
bottle\test\contamination\017.png,32.89304077625275,0.03264302418091082,0.28850506825185773
bottle\test\contamination\018.png,33.02512764930725,0.005930111221399303,0.4962931815042741
bottle\test\contamination\019.png,32.93169140815735,0.011109347722583717,0.3658410715999256
bottle\test\contamination\020.png,31.705018877983093,0.006985688495853065,0.35108775630862343
carpet\test\color\000.png,17.9158017039299,0.2695975586496281,0.8959460399757768
carpet\test\color\001.png,16.388075053691864,0.06501983873032126,0.8073324002305388
carpet\test\color\002.png,15.000760555267334,0.04411561333148942,0.7595377533597966
carpet\test\color\003.png,15.38630723953247,0.03426883308714919,0.8150747330672079
carpet\test\color\004.png,15.562814474105835,0.10680401192735159,0.8738835761051359
carpet\test\color\005.png,15.445171296596527,0.033019511529540184,0.7566005742069064
carpet\test\color\006.png,15.885727107524872,0.053771565294043575,0.7837569985842788
carpet\test\color\007.png,16.2748783826828,0.06617264690587624,0.8430565450180603
carpet\test\color\008.png,16.349852085113525,0.3054231227651967,0.9137875524959886
carpet\test\color\009.png,15.538093447685242,0.08862685431723089,0.8181115567566175
carpet\test\color\010.png,15.379106998443604,0.07679760772053826,0.850605292633117
carpet\test\color\011.png,15.70325642824173,0.00672782874617737,0.718356426401995
carpet\test\color\012.png,15.632492303848267,0.01577615716624498,0.714344506135101
carpet\test\color\013.png,15.30643105506897,0.007557063541024059,0.7169795455857729
carpet\test\color\014.png,15.57362973690033,0.015741015741015742,0.7498791858795542
carpet\test\color\015.png,14.781560003757477,0.0225217820154529,0.7723628124145081
carpet\test\color\016.png,15.276157855987549,0.03550938129942627,0.7783423756273464
carpet\test\color\017.png,15.396717190742493,0.02179140366696724,0.7085082139222427
carpet\test\color\018.png,15.248909592628479,0.01753515301902399,0.7935259456654269
carpet\test\cut\000.png,16.05224460363388,0.054841301727601446,0.5535341494138052
carpet\test\cut\001.png,16.1750465631485,0.03765496466226393,0.5698256419247663
carpet\test\cut\002.png,16.311194002628326,0.0339422765106475,0.5643051032274896
carpet\test\cut\003.png,16.604992747306824,0.026180169037311893,0.5105647523857693
carpet\test\cut\004.png,15.738458931446075,0.020509108456991193,0.5064886103964711
carpet\test\cut\005.png,16.172373294830322,0.019175565506946837,0.5153845495456886
carpet\test\cut\006.png,16.23539924621582,0.03447918823773038,0.531984051464093
carpet\test\cut\007.png,16.528277099132538,0.03971001947630383,0.5744087131981748
carpet\test\cut\008.png,16.2947416305542,0.025536916337215516,0.5191766365990597
carpet\test\cut\009.png,16.490431129932404,0.05867970660146699,0.5266995170282467
carpet\test\cut\010.png,16.751646995544434,0.03891807744697412,0.5508331838215417
carpet\test\cut\011.png,16.382916271686554,0.0423469925208048,0.5528363767422931
carpet\test\cut\012.png,16.182750463485718,0.060043080236941306,0.5559498886431558
carpet\test\cut\013.png,16.064511239528656,0.032961511405888856,0.5353559129749347
carpet\test\cut\014.png,15.20586758852005,0.03812316715542522,0.5012966412794276
carpet\test\cut\015.png,15.093466639518738,0.05367000613371499,0.5706943084546664
carpet\test\cut\016.png,14.917492866516113,0.028059045992436256,0.5206693951255665
carpet\test\hole\000.png,16.43799990415573,0.013172894236858771,0.5697952844243571
carpet\test\hole\001.png,15.965446829795837,0.00623873561624844,0.528369634690304
carpet\test\hole\002.png,16.230382025241852,0.016361653132953582,0.538367270124214
carpet\test\hole\003.png,15.478172898292542,0.028149457207775813,0.5344877313269354
carpet\test\hole\004.png,15.689852833747864,0.01457096600107933,0.5486339766464405
carpet\test\hole\005.png,16.49692803621292,0.023848774590614352,0.5507974121413
carpet\test\hole\006.png,15.421351790428162,0.03018821803959912,0.5355136038630536
carpet\test\hole\007.png,15.928436815738678,0.03666057560529922,0.5738707016270911
carpet\test\hole\008.png,14.91125375032425,0.031246062744109866,0.5298413553515094
carpet\test\hole\009.png,15.037059783935547,0.03875040818547948,0.5445110736027996
carpet\test\hole\010.png,14.974834024906158,0.013477878699091709,0.5312319688670203
carpet\test\hole\011.png,15.333734452724457,0.020572811617587738,0.5623956818886405
carpet\test\hole\012.png,15.47318696975708,0.015097447158934943,0.5419042079377744
carpet\test\hole\013.png,15.583182871341705,0.016338500209467952,0.5387458045710964
carpet\test\hole\014.png,15.814176201820374,0.016389073950699534,0.5388552258012196
carpet\test\hole\015.png,15.354092419147491,0.012883349670914437,0.5041902307031381
carpet\test\hole\016.png,15.621395409107208,0.020392458637937667,0.5161967399376296
carpet\test\thread\000.png,16.738377511501312,0.002268431001890359,0.34616602921577
carpet\test\thread\001.png,16.69836938381195,0.0,0.31104954148785313
carpet\test\thread\002.png,15.903137624263763,0.0,0.26529467406245266
carpet\test\thread\003.png,15.927247703075409,0.0,0.3680634470064995
carpet\test\thread\004.png,16.059301793575287,0.00039452919516044186,0.2640093674570579
carpet\test\thread\005.png,15.557554364204407,0.00013329778725673153,0.3130133804121092
carpet\test\thread\006.png,15.258139371871948,0.0006574621959237344,0.29321572827214715
carpet\test\thread\007.png,15.32672494649887,0.00014814814814814815,0.28329909602127634
carpet\test\thread\008.png,15.615436434745789,0.005573853559665568,0.40287414934176574
carpet\test\thread\009.png,15.423603355884552,0.009195402298850575,0.8209584454500978
carpet\test\thread\010.png,15.751992166042328,0.04264641448809698,0.8962114365579106
carpet\test\thread\011.png,16.164562106132507,0.022383720930232557,0.917630942106999
carpet\test\thread\012.png,14.578601717948914,0.011477761836441894,0.4872922491295895
carpet\test\thread\013.png,15.866981446743011,0.0338353839626644,0.4679369902639283
carpet\test\thread\014.png,16.36979728937149,0.0016999575010624734,0.39765915924886
carpet\test\thread\015.png,16.268934309482574,0.03642067930705224,0.8790020311264698
carpet\test\thread\016.png,16.342085599899292,0.02481286387579706,0.8537981388398795
carpet\test\thread\017.png,15.84535539150238,0.0,0.2761495952591245
carpet\test\thread\018.png,16.212955117225647,0.011908306043465317,0.802066666388159
